label,book1,author1,book2,author2,id
0,merge replication in microsoft 's sql server 7.0,brad hammond,sybase replication server,"alex gorelik , yongdong wang , mark deppe",1277_1619
0,"object-oriented , rapid application development in a pc database environment",fox development team,a logical foundation for deductive object-oriented databases,"mengchi liu , gillian dobbie , tok wang ling",1763_346
0,combi-operator : database support for data mining applications,"wolfgang lehner , alexander hinneburg , dirk habich",moving up the food chain : supporting e-commerce applications on databases,anant jhingran,833_452
0,the algres testbed of chimera : an active object-oriented database system,"giuseppe psaila , stefano ceri , stefano paraboschi , piero fraternali",unisql/x unified relational and object-oriented database system,won kim,1021_1630
1,implementing xquery,paul cotton,implementing xquery,paul cotton,225_760
0,converting relational to object-oriented databases,joseph fong,a cost model for clustered object-oriented databases,"georges gardarin , jean-robert gruser , zhao-hui tang",287_1479
1,re-designing distance functions and distance-based applications for high dimensional data,charu c. aggarwal,re-designing distance functions and distance-based applications for high dimensional data,charu c. aggarwal,1121_473
0,the aqua approximate query answering system,"sridhar ramaswamy , swarup acharya , phillip b. gibbons , viswanath poosala",congressional samples for approximate answering of group-by queries,"swarup acharya , phillip b. gibbons , viswanath poosala",2022_443
0,query processing in spatial network databases,"nikos mamoulis , jun zhang , dimitris papadias , yufei tao",multi-step processing of spatial joins,"thomas brinkhoff , hans-peter kriegel , ralf schneider , bernhard seeger",628_1723
1,computing complete answers to queries in the presence of limited access patterns,chen li,computing complete answers to queries in the presence of limited access patterns,chen li,1562_2274
0,using unknowns to prevent discovery of association rules,"chris clifton , yücel saygin , vassilios s. verykios",mining generalized association rules,"ramakrishnan srikant , rakesh agrawal",1881_1108
0,"a robust , optimization-based approach for approximate answering of aggregate queries","vivek r. narasayya , gautam das , surajit chaudhuri",join synopses for approximate query answering,"swarup acharya , phillip b. gibbons , viswanath poosala , sridhar ramaswamy",1530_195
0,revisiting commit processing in distributed database systems,"krithi ramamritham , jayant r. haritsa , ramesh gupta",query optimization in compressed database systems,"zhiyuan chen , johannes gehrke , flip korn",137_304
0,semantic assumptions and query evaluation in temporal databases,"sushil jajodia , xiaoyang sean wang , elisa bertino , claudio bettini",coalescing in temporal databases,"michael h. b &#246; hlen , richard thomas snodgrass , michael d. soo",2318_1150
0,outerjoin simplification and reordering for query optimization,"césar a. galindo-legaria , arnon rosenthal",learning response time for websources using query feedback and application in query optimization,"jean-robert gruser , louiqa raschid , vladimir zadorozhny , tao zhan",933_1218
0,grid and applications ( industrial session ),frank leymann,ldap directory services - just another database application ? ( tutorial session ),"shridhar shukla , anand deshpande",749_389
0,garbage collection in object oriented databases using transactional cyclic reference counting,"s. sudarshan , prasan roy , abraham silberschatz , s. seshadri , srinivas ashwin","semi-automatic , self-adaptive control of garbage collection rates in object databases","jonathan e. cook , artur w. klauser , alexander l. wolf , benjamin g. zorn",2119_1987
0,garbage collection in object-oriented databases using transactional cyclic reference counting,"s. sudarshan , prasan roy , abraham silberschatz , srinivas ashwin , s. seshadri",a logical foundation for deductive object-oriented databases,"mengchi liu , gillian dobbie , tok wang ling",317_346
0,databases for gis,"claudia bauzer medeiros , fatima pires",database principles,leonid libkin,816_663
0,vxmlr : a visual xml-relational database system,"aoying zhou , wenyun ji , shihui zheng , hongjun lu , yuqi liang , zengping tian , long zhang",sap r/3 ( tutorial ) : a database application system,"alfons kemper , donald kossmann , florian matthes",1738_179
0,distance-based indexing for high-dimensional metric spaces,"z. meral özsoyoglu , tolga bozkaya",indexing large metric spaces for similarity search queries,"tolga bozkaya , meral ozsoyoglu",661_108
0,multi-dimensional selectivity estimation using compressed histogram information,"deok-hwan kim , ju-hong lee , chin-wan chung",selectivity estimation using probabilistic models,"lise getoor , benjamin taskar , daphne koller",1670_259
0,evolution and change in data management - issues and directions,"kathleen hornsby , heidi gregersen , lex wedemeijer , tomi männistö , john f. roddick , florida estrella , federica mandreoli , marlon dumas , lina al-jadir , enric mayol , leopoldo e. bertossi , jens lufter",versioning and configuration management in an object-oriented data model,edward sciore,2399_582
0,iterative dynamic programming : a new class of query optimization algorithms,"donald kossmann , konrad stocker",design and analysis of parametric query optimization algorithms,sumit ganguly,787_1011
1,managing a db2 parallel edition database,gilles fecteau,managing a db2 parallel edition database,gilles fecteau,1047_1437
1,datablitz : a high performance main-memory storage manager,"p. p. s. narayan , s. joshi , m. nemeth , abraham silberschatz , henry f. korth , a. khivesera , jerry baulier , s. sudarshan , philip bohannon , peter mcilroy , j. miller , s. gogate , rajeev rastogi , c. gupta",datablitz : a high performance main-memory storage manager,"jerry baulier , philip bohannon , s. gogate , s. joshi , c. gupta , a. khivesera , henry f. korth , peter mcilroy , j. miller , p. p. s. narayan , m. nemeth , rajeev rastogi , abraham silberschatz , s. sudarshan",361_980
0,reverse nearest neighbor aggregates over data streams,"flip korn , s. muthukrishnan , divesh srivastava",processing complex aggregate queries over data streams,"alin dobra , minos garofalakis , johannes gehrke , rajeev rastogi",1904_646
0,a taxonomy for secure object-oriented databases,"sebastiaan h. von solms , martin s. olivier",the trigs active object-oriented database system - an overview,"g. kappel , w. retschitzegger",1459_225
0,discover : keyword search in relational databases,"vagelis hristidis , yannis papakonstantinou",declarative updates of relational databases,weidong chen,1610_1650
0,join index hierarchies for supporting efficient navigations in object-oriented databases,"jiawei han , zhaohui xie",versant replication : supporting fault-tolerant object databases,"yuh-ming shyy , h. stephen au-yeung , c. p. chou",2540_1488
0,implementation of two semantic query optimization techniques in db2 universal database,"k. bernhard schiefer , fred koo , t. y. cliff leung , linqi liu , jarek gryz , xiaoyan qian , qi cheng",optimizing queries with universal quantification in object-oriented and object-relational databases,"jens clau &#223; en , alfons kemper , guido moerkotte , klaus peithner",1439_1035
0,temporal queries in olap,"alberto o. mendelzon , alejandro a. vaisman",time-parameterized queries in spatio-temporal databases,"yufei tao , dimitris papadias",2361_685
0,query unnesting in object-oriented databases,leonidas fegaras,investigating xquery for querying across database object types,nancy wiegand,2232_754
0,index configuration in object-oriented databases,elisa bertino,the hcc-tree : an efficient index structure for object oriented databases,"b. sreenath , s. seshadri",644_1427
0,exploiting constraint-like data characterizations in query optimization,"jarek gryz , calisto zuzarte , parke godfrey",parametric query optimization,"yannis e. ioannidis , raymond t. ng , kyuseok shim , timos k. sellis",205_1164
0,the ores temporal database management system,"babis theodoulidis , george karvelis , jayant chaudhary , aziz ait-braham , simon sou , george andrianopoulos",geo/environmental and medical data management in the rasdaman system,"peter baumann , paula furtado , roland ritsch , norbert widmann",78_1038
1,where will object techonology drive data administration ?,arnon rosenthal,where will object technology drive data administration ?,arnon rosenthal,1822_1760
1,spatial indexing of high-dimensional data based on relative approximation,"shunsuke uemura , masatoshi yoshikawa , yasushi sakurai , haruhiko kojima",spatial indexing of high-dimensional data based on relative approximation,"yasushi sakurai , masatoshi yoshikawa , shunsuke uemura , haruhiko kojima",1885_1185
1,update propagation strategies for improving the quality of data on the web,"nick roussopoulos , alexandros labrinidis",update propagation strategies for improving the quality of data on the web,"alexandros labrinidis , nick roussopoulos",2110_1347
0,parametric query optimization,"raymond t. ng , timos k. sellis , yannis e. ioannidis , kyuseok shim",bringing order to query optimization,"giedrius slivinskas , christian s. jensen , richard thomas snodgrass",18_759
0,independence is good : dependency-based histogram synopses for high-dimensional data,"amol deshpande , rajeev rastogi , minos n. garofalakis",re-designing distance functions and distance-based applications for high dimensional data,charu c. aggarwal,1453_473
0,medical information systems : characterization and challenges,"lynn l. peterson , jorge c. g. ramirez , lon a. smith",supply chain infrastructures : system integration and information sharing,"michael o. ball , meng ma , louiqa raschid , zhengying zhao",2393_670
0,business data management for b2b electronic commerce,"manfred a. jeusfeld , mareike schoop , christoph quix",broadcast disks : data management for asymmetric communication environments,"swarup acharya , rafael alonso , michael franklin , stanley zdonik",1229_1517
0,a cost model for query processing in high dimensional data spaces,christian böhm,contorting high dimensional data for efficient main memory knn processing,"bin cui , beng chin ooi , jianwen su , kian-lee tan",466_2050
0,reminiscences on influential papers,"daniel j. rosenkrantz , nick koudas , dan suciu , peter scheuermann , rajeev rastogi , jiawei han , kenneth a. ross",reminiscences in influential papers,richard snodgrass,359_334
0,automatic subspace clustering of high dimensional data for data mining applications,"johannes gehrke , rakesh agrawal , dimitrios gunopulos , prabhakar raghavan",parallel algorithms for high-dimensional similarity joins for data mining applications,"john c. shafer , rakesh agrawal",1765_950
1,coalescing in temporal databases,"michael d. soo , richard t. snodgrass , michael h. böhlen",coalescing in temporal databases,"michael h. b &#246; hlen , richard thomas snodgrass , michael d. soo",1729_1150
1,an extendible hash for multi-precision similarity querying of image databases,"m. tamer özsu , shu lin , raymond t. ng , vincent oria",an extendible hash for multi-precision similarity querying of image databases,"shu lin , m. tamer &#214; zsu , vincent oria , raymond t. ng",1921_1287
0,optimization techniques for queries with expensive methods,joseph m. hellerstein,optimization of queries with user-defined predicates,"surajit chaudhuri , kyuseok shim",612_1097
0,query processing techniques for arrays,"kenneth salem , arunprasad p. marathe",similarity query processing using disk arrays,"apostolos n. papadopoulos , yannis manolopoulos",1126_1805
0,a logical foundation for deductive object-oriented databases,"mengchi liu , tok wang ling , gillian dobbie",the algres testbed of chimera : an active object-oriented database system,"stefano ceri , piero fraternali , stefano paraboschi , giuseppe psaila",2302_1534
0,efficient index structures for string databases,"tamer kahveci , ambuj k. singh",efficiently mining long patterns from databases,"roberto j. bayardo , jr.",1540_1784
1,closing the key loophole in mls databases,"nenad jukic , svetlozar nestorov , susan v. vrbsky",closing the key loophole in mls databases,"nenad jukic , svetlozar nestorov , susan vrbsky",1062_2122
0,videoanywhere : a system for searching and managing distributed video assets,"amit p. sheth , kshitij shah , clemens bertram",query caching and optimization in distributed mediator systems,"s. adali , k. s. candan , y. papakonstantinou , v. s. subrahmanian",186_1962
0,enhancing external consistency in real-time transactions,"shing-shan peng , kwei-jay lin",transactional client-server cache consistency : alternatives and performance,"michael j. franklin , michael j. carey , miron livny",2080_1859
0,efficient testing of high performance transaction processing systems,"d. wildfogel , ramana yerneni",efficient transparent application recovery in client-server information systems,"david lomet , gerhard weikum",963_185
1,balancing histogram optimality and practicality for query result size estimation,"yannis e. ioannidis , viswanath poosala",balancing histogram optimality and practicality for query result size estimation,"yannis e. ioannidis , viswanath poosala",2388_1514
0,integrating mining with relational database systems : alternatives and implications,"shiby thomas , rakesh agrawal , sunita sarawagi",storing and querying ordered xml using a relational database system,"igor tatarinov , stratis d. viglas , kevin beyer , jayavel shanmugasundaram , eugene shekita , chun zhang",2294_689
1,picodbms : validation and experience,"philippe pucheral , christophe bobineau , luc bouganim , patrick valduriez , nicolas anciaux",picodbms : validation and experience,"nicolas anciaux , christophe bobineau , luc bouganim , philippe pucheral , patrick valduriez",1130_1241
1,the demarcation protocol : a technique for maintaining constraints in distributed database systems,"daniel barbará , hector garcia-molina",the demarcation protocol : a technique for maintaining constraints in distributed database systems,"daniel barbar &#225; - mill &#225; , hector garcia-molina",927_590
0,web caching for database applications with oracle web cache,"jordan parker , jesse anton , zheng zeng , lawrence jacobs , tie zhong , xiang liu",a transaction replication scheme for a replicated database with node autonomy,"ada wai-chee fu , david wai-lok cheung",1756_1484
1,parallel query scheduling and optimization with time - and space-shared resources,"yannis e. ioannidis , minos n. garofalakis",parallel query scheduling and optimization with time - and space-shared resources,"minos n. garofalakis , yannis e. ioannidis",836_933
0,parallelising oodbms traversals : a performance evaluation,"jeffrey f. naughton , john c. shafer , david j. dewitt , shivakumar venkataraman",a performance evaluation of oid mapping techniques,"andr &#233; eickler , carsten andreas gerlhof , donald kossmann",2542_1475
1,carnot and infosleuth : database technology and the world wide web,"k. ong , christine tomlinson , darrell woelk , c. unnikrishnan , william bohrer , nigel jacobs",carnot and infosleuth : database technology and the world wide web,"d. woelk , b. bohrer , n. jacobs , k. ong , c. tomlinson , c. unnikrishnan",1990_1489
0,efficient and cost-effective techniques for browsing and indexing large video databases,"kien a. hua , jung-hwan oh",guidelines for presentation and comparison of indexing techniques,"justin zobel , alistair moffat , kotagiri ramamohanarao",595_1996
0,metadata for multimedia documents,"thomas c. rakow , klemens böhm",view management in multimedia databases,"k. sel &#231; uk candan , eric lemar , v. s. subrahmanian",1090_1274
1,client-site query extensions,"praveen seshadri , tobias mayr",client-site query extensions,"tobias mayr , praveen seshadri",1077_55
0,indexing multimedia databases ( tutorial ),christos faloutsos,supporting efficient multimedia database exploration,"wen-syan li , k.sel &#231; uk candan , kyoji hirata , yoshinori hara",2524_1265
0,a system for watermarking relational databases,"peter j. haas , rakesh agrawal , jerry kiernan",querying multiple features of groups in relational databases,"damianos chatziantoniou , kenneth a. ross",1400_1046
0,query unnesting in object-oriented databases,leonidas fegaras,the hcc-tree : an efficient index structure for object oriented databases,"b. sreenath , s. seshadri",2232_1427
0,an annotated bibliography on real-time database systems,özgür ulusoy,index concurrency control in firm real-time database systems,"brajesh goyal , jayant r. haritsa , s. seshadri , v. srinivasan",1119_1459
0,efficient index structures for string databases,"tamer kahveci , ambuj k. singh",a data model and data structures for moving objects databases,"luca forlizzi , ralf hartmut g &#252; ting , enrico nardelli , markus schneider",1540_420
1,containment join size estimation : models and methods,"haifeng jiang , hongjun lu , wei wang , jeffrey xu yu",containment join size estimation : models and methods,"wei wang , haifeng jiang , hongjun lu , jeffrey xu yu",1864_2088
0,a data model and data structures for moving objects databases,"markus schneider , enrico nardelli , luca forlizzi , ralf hartmut güting",a database model for object dynamics,"m. p. papazoglou , b. j. kr &#228; mer",695_1163
0,dynamat : a dynamic view management system for data warehouses,"nick roussopoulos , yannis kotidis",the aggregate data problem : a system for their definition and management,"m. rafanelli , a. bezenchek , l. tininini",799_1894
0,database research at columbia university,"kenneth a. ross , gail e. kaiser , luis gravano , salvatore j. stolfo , shih-fu chang",database research at arizona state university,"susan d. urban , suzanne w. dietrich , forouzan golshani",1139_323
0,efficient incremental garbage collection for client-server object database systems,"laurent amsaleg , olivier gruber , michael j. franklin",efficient transparent application recovery in client-server information systems,"david lomet , gerhard weikum",1285_185
0,concurrency control in hierarchical multidatabase systems,"henry f. korth , abraham silberschatz , sharad mehrotra",a language based multidatabase system,"eva k &#252; hn , thomas tschernko , konrad schwarz",2558_1665
1,an ultra highly available dbms,"svein-olaf hvasshovd , svein erik bratsberg , øystein torbjørnsen",an ultra highly available dbms,"svein-olaf hvasshovd , svein erik bratsberg , &#216; ystein torbj &#248; rnsen",339_1361
1,foundations of statistical natural language processing - book review,gerhard weikum,foundations of statistical natural language processing,gerhard weikum,2055_519
0,an efficient algorithm for mining association rules in large databases,"edward omiecinski , shamkant b. navathe , ashok savasere",combining multi-visual features for efficient indexing in a large image database,"anne h. h. ngu , quan z. sheng , du q. huynh , ron lei",863_1267
0,the design and implementation of a sequence database system,"raghu ramakrishnan , miron livny , praveen seshadri",the impact of global clustering on spatial database systems,"thomas brinkhoff , hans-peter kriegel",356_2255
0,panel : querying networked databases,"divesh srivastava , nick koudas",querying network directories,"h. v. jagadish , laks v. s. lakshmanan , tova milo , divesh srivastava , dimitra vista",1188_214
0,ajax : an extensible data cleaning tool,"daniela florescu , helena galhardas , dennis shasha , eric simon",eos : an extensible object store,"alexandros biliris , euthimios panagos",1387_1672
0,database research at ut arlington,"sharma chakravarthy , y. alp aslandogan , ramez elmasri , leonidas fegaras , jung-hwan oh",the database research group at eth zurich,"moira c. norrie , stephen m. blott , hans-j &#246; rg schek , gerhard weikum",39_1704
0,a taxonomy for secure object-oriented databases,"sebastiaan h. von solms , martin s. olivier",odefs : a file system interface to an object-oriented database,"narain h. gehani , h. v. jagadish , william d. roome",1459_2243
0,the fittest survives : an adaptive approach to query optimization,"kian-lee tan , son dao , hongjun lu",bringing order to query optimization,"giedrius slivinskas , christian s. jensen , richard thomas snodgrass",606_759
0,ofl : a functional execution model for object query languages,"georges gardarin , fernando machuca , philippe pucheral",a hypertext query language for images,li yang,2172_1699
1,information finding in a digital library : the stanford perspective,"tak w. yan , hector garcia-molina",information finding in a digital library : the stanford perspective,"tak w. yan , h &#233; ctor garc &#237; a-molina",739_1554
1,closest pair queries in spatial databases,"yannis theodoridis , yannis manolopoulos , antonio corral , michael vassilakopoulos",closest pair queries in spatial databases,"antonio corral , yannis manolopoulos , yannis theodoridis , michael vassilakopoulos",557_78
0,"olap , relational , and multidimensional database systems",george colliat,management of multidimensional discrete data,peter baumann,2108_586
0,incremental distance join algorithms for spatial databases,"gísli r. hjaltason , hanan samet",fast algorithms for mining association rules in large databases,"rakesh agrawal , ramakrishnan srikant",1071_2207
0,communication efficient distributed mining of association rules,"ran wolff , assaf schuster",mining fuzzy association rules in databases,"chan man kuok , ada fu , man hon wong",1044_1771
0,the ores temporal database management system,"babis theodoulidis , george karvelis , jayant chaudhary , aziz ait-braham , simon sou , george andrianopoulos",the algres testbed of chimera : an active object-oriented database system,"stefano ceri , piero fraternali , stefano paraboschi , giuseppe psaila",78_1534
0,advances in real-time database systems research,azer bestavros,applying update streams in a soft real-time database system,"b. adelberg , h. garcia-molina , b. kao",2178_1513
1,extracting large data sets using db2 parallel edition,sriram padmanabhan,extracting large data sets using db2 parallel edition,sriram padmanabhan,2146_1091
0,t2 : a customizable parallel database for multi-dimensional data,"alan sussman , anurag acharya , joel h. saltz , chialin chang",the multidimensional database system rasdaman,"p. baumann , a. dehmel , p. furtado , r. ritsch , n. widmann",2075_147
0,concurrency in the data warehouse,richard taylor,data warehouse configuration,"dimitri theodoratos , timos k. sellis",1092_1073
0,view invalidation for dynamic content caching in multitiered architectures,"k. selçuk candan , wang-pin hsiung , oliver po , divyakant agrawal , wen-syan li",enabling dynamic content caching for database-driven web sites,"k. sel &#231; uk candan , wen-syan li , qiong luo , wang-pin hsiung , divyakant agrawal",1626_269
0,the lyric language : querying constraint objects,"alexander brodsky , yoram kornatzky",safe query languages for constraint databases,peter z. revesz,1692_232
0,lore : a database management system for semistructured data,"roy goldman , serge abiteboul , jennifer widom , dallan quass , jason mchugh",a multi-paradigm querying approach for a generic multimedia database management system,"ji-rong wen , qing li , wei-ying ma , hong-jiang zhang",2224_903
1,acm multimedia '94 conference workshop on multimedia database management systems,"p. bruce berra , bhavani m. thuraisingham , kingsley c. nwosu",acm multimedia '94 conference workshop on multimedia database management systems,"bruce berra , kingsley nwosu , bhavani thuraisingham",1450_1577
0,incremental updates of inverted lists for text document retrieval,"hector garcia-molina , anthony tomasic , kurt a. shoens",fast incremental indexing for full-text information retrieval,"eric w. brown , james p. callan , w. bruce croft",2348_2273
0,parallel database systems in the 1990 's,michael j. carey,an introduction to spatial database systems,ralf hartmut g &#252; ting,1689_589
0,investigation of algebraic query optimisation techniques for database programming languages,"alexandra poulovassilis , carol small",algebraic query optimisation for database programming languages,"alexandra poulovassilis , carol small",99_1209
0,infoharness : a system for search and retrieval of heterogeneous information,"amit p. sheth , vipul kashyap , satish thatte , leon a. shklar",video anywhere : a system for searching and managing distributed heterogeneous video assets,"amit sheth , clemens bertram , kshitij shah",469_102
1,serfing the web : web site management made easy,"kajal t. claypool , elke a. rundensteiner , hong su , keiji oenoki , li chen",serfing the web : web site management made easy,"elke a. rundensteiner , kajal t. claypool , li chen , hong su , keiji oenoki",1912_415
0,tods reviewers,richard t. snodgrass,book reviews,0,2508_2133
0,incorporating xsl processing into database engines,guido moerkotte,query processing in tertiary memory databases,sunita sarawagi,2334_1455
1,join queries with external text sources : execution and optimization techniques,"umeshwar dayal , surajit chaudhuri , tak w. yan",join queries with external text sources : execution and optimization techniques,"surajit chaudhuri , umeshwar dayal , tak w. yan",1001_1498
0,tutorial : designing an ultra highly available dbms,"øystein torbjørnsen , svein erik bratsberg",online scaling in a highly available database,"svein erik bratsberg , rune humborstad",1697_1333
0,the wasa2 object-oriented workflow management system,"mathias weske , gottfried vossen",agflow : agent-based cross-enterprise workflow management system,"liangzhao zeng , boualem benatallah , phuong nguyen , anne h. h. ngu",2123_1396
0,serviceglobe : distributing e-services across the internet,"konrad stocker , alfons kemper , stefan seltzsam , markus keidl",hyperqueries : dynamic distributed query processing on the internet,"alfons kemper , christian wiesner",2441_1321
0,implementation of two semantic query optimization techniques in db2 universal database,"k. bernhard schiefer , fred koo , t. y. cliff leung , linqi liu , jarek gryz , xiaoyan qian , qi cheng",semantic assumptions and query evaluation in temporal databases,"claudio bettini , x. sean wang , elisa bertino , sushil jajodia",1439_1512
0,converting relational to object-oriented databases,joseph fong,cost estimation of user-defined methods in object-relational database systems,"jihad boulos , kinji ono",287_87
0,applications of the java programming language to database management,"v. wiktor marek , bradley f. burton",fibonacci : a programming language for object databases,"antonio albano , giorgio ghelli , renzo orsini",2547_636
1,the 3w model and algebra for unified data mining,"laks v. s. lakshmanan , raymond t. ng , theodore johnson",the 3w model and algebra for unified data mining,"theodore johnson , laks v. s. lakshmanan , raymond t. ng",2557_1368
0,dynamic load balancing in hierarchical parallel database systems,"luc bouganim , daniela florescu , patrick valduriez",concurrency control in hierarchical multidatabase systems,"sharad mehrotra , henry f. korth , avi silberschatz",391_1167
0,"scalable feature selection , classification and signature generation for organizing large text databases into hierarchical topic taxonomies","prabhakar raghavan , byron dom , rakesh agrawal , soumen chakrabarti","using taxonomy , discriminants , and signatures for navigating in text databases","soumen chakrabarti , byron dom , rakesh agrawal , prabhakar raghavan",431_1078
0,streaming queries over streaming data,"michael j. franklin , sirish chandrasekaran",psoup : a system for streaming queries over streaming data,"sirish chandrasekaran , michael j. franklin",2335_2266
0,an introduction to deductive database languages and systems,"kotagiri ramamohanarao , james harland",an introduction to spatial database systems,ralf hartmut g &#252; ting,183_589
0,the samos active dbms prototype,"klaus r. dittrich , stella gatziu , andreas geppert",the reach active oodbms,"a. p. buchmann , a. deutsch , j. zimmermann , m. higa",1964_1529
0,safe query languages for constraint databases,peter z. revesz,xquery : a query language for xml,don chamberlin,1577_2027
0,aurora : a data stream management system,"nesime tatbul , daniel j. abadi , c. erwin , anurag maskey , mitch cherniack , alex rasin , christian convey , a. singer , eduardo f. galvez , r. yan , ugur çetintemel , ying xing , stanley b. zdonik , michael stonebraker , donald carney , m. hatoun",dwms : data warehouse management system,narendra mohan,11_1051
1,cache portal : technology for accelerating database-driven e-commerce web sites,"yusuf akca , cemal yilmaz , k. selçuk candan , wen-syan li , wei-kuang waine huang , qiong luo , divyakant agrawal , wang-pin hsiung , oliver po",cache portal : technology for accelerating database-driven e-commerce web sites,"wen-syan li , k. sel &#231; uk candan , wang-pin hsiung , oliver po , divyakant agrawal , qiong luo , wei-kuang waine huang , yusuf akca , cemal yilmaz",615_1417
0,"object-relational database systems : principles , products , and challenges ( tutorial )","michael j. carey , anil nori , nelson mendonça mattos","olap , relational , and multidimensional database systems",george colliat,970_1884
0,petabyte databases,dirk düllmann,database principles,leonid libkin,931_595
0,constraints for semi-structured data and xml,"wenfei fan , peter buneman , scott weinstein , jérôme siméon",a data model and data structures for moving objects databases,"luca forlizzi , ralf hartmut g &#252; ting , enrico nardelli , markus schneider",1448_420
0,a logical foundation for deductive object-oriented databases,"mengchi liu , tok wang ling , gillian dobbie",join index hierarchies for supporting efficient navigations in object-oriented databases,"zhaohui xie , jiawei han",2302_2259
0,obtaining complete answers from incomplete databases,alon y. levy,fast high-dimensional data search in incomplete databases,"beng chin ooi , cheng hian goh , kian-lee tan",814_964
0,caching strategies for data-intensive web sites,"khaled yagoub , patrick valduriez , valérie issarny , daniela florescu",form-based proxy caching for database-backed web sites,"qiong luo , jeffrey f. naughton",2058_1418
0,editor 's notes,ling liu,editorial,"peter apers , stefano ceri , richard snodgrass",941_917
0,lore : a database management system for semistructured data,"roy goldman , serge abiteboul , jennifer widom , dallan quass , jason mchugh",database management systems and the internet,susan malaika,2224_1048
0,data placement in shared-nothing parallel database systems,"manish mehta , david j. dewitt",relational data sharing in peer-based data management systems,"beng chin ooi , yanfeng shu , kian-lee tan",545_2240
0,semint : a system prototype for semantic integration in heterogeneous databases,"wen-syan li , chris clifton",geominer : a system prototype for spatial data mining,"jaiwei han , krzysztof koperski , nebojsa stefanovic",135_1867
0,lore : a lightweight object repository for semistructured data,"janet l. wiener , jason mchugh , serge abiteboul , qingshan luo , anand rajaraman , dallan quass , jeffrey d. ullman , roy goldman , hugo rivero , jennifer widom , svetlozar nestorov , kevin haas",inferring structure in semistructured data,"svetlozer nestorov , serge abiteboul , rajeev motwani",746_1751
0,"olap , relational , and multidimensional database systems",george colliat,a foundation for multi-dimensional databases,"marc gyssens , laks v. s. lakshmanan",2108_1026
0,"a query language for multidimensional arrays : design , implementation , and optimization techniques","limsoon wong , rona machlin , leonid libkin",cost-based optimization for magic : algebra and implementation,"praveen seshadri , joseph m. hellerstein , hamid pirahesh , t. y. cliff leung , raghu ramakrishnan , divesh srivastava , peter j. stuckey , s. sudarshan",1189_1990
0,design principles for data-intensive web sites,"piero fraternali , stefano paraboschi , stefano ceri",database principles,leonid libkin,1704_2064
1,bluetooth-based sensor networks,"philippe bonnet , allan beaufour , mads bondo dydensborg , martin leopold",bluetooth-based sensor networks,"philippe bonnet , allan beaufour , mads bondo dydensborg , martin leopold",2139_2220
0,temporal database system implementations,michael h. böhlen,towards self-tuning data placement in parallel database systems,"mong li lee , masaru kitsuregawa , beng chin ooi , kian-lee tan , anirban mondal",162_428
0,fundamental techniques for order optimization,"eugene j. shekita , david e. simmen , timothy malkemus",bringing order to query optimization,"giedrius slivinskas , christian s. jensen , richard thomas snodgrass",955_759
0,fast algorithms for mining association rules in large databases,"ramakrishnan srikant , rakesh agrawal",data mining with optimized two-dimensional association rules,"takeshi fukuda , yasuhiko morimoto , shimichi morishita , takeshi tokuyama",234_328
0,strudel : a web-site management system,"alon y. levy , mary f. fernandez , jaewoo kang , daniela florescu , dan suciu",catching the boat with strudel : experiences with a web-site management system,"mary fern &#225; ndez , daniela florescu , jaewoo kang , alon levy , dan suciu",688_189
1,accelerating xpath location steps,torsten grust,accelerating xpath location steps,torsten grust,2105_697
0,fast subsequence matching in time-series databases,"m. ranganathan , christos faloutsos , yannis manolopoulos",general match : a subsequence matching method in time-series databases based on generalized windows,"yang-sae moon , kyu-young whang , wook-shin han",332_673
0,query caching and optimization in distributed mediator systems,"sibel adali , yannis papakonstantinou , k. selçuk candan , v. s. subrahmanian",cache investment : integrating query optimization and distributed data placement,"donald kossmann , michael j. franklin , gerhard drasch , wig ag",2095_371
0,efficient user-adaptable similarity search in large multimedia databases,"thomas seidl , hans-peter kriegel",efficient similarity search and classification via rank aggregation,"ronald fagin , ravi kumar , d. sivakumar",1117_2034
1,combining histograms and parametric curve fitting for feedback-driven query result-size estimation,"arnd christian könig , gerhard weikum",combining histograms and parametric curve fitting for feedback-driven query result-size estimation,"arnd christian k &#246; nig , gerhard weikum",1796_842
1,integrating sql databases with content-specific search engines,"stefan deßloch , nelson mendonça mattos",integrating sql databases with content-specific search engines,"stefan de &#223; loch , nelson mendon &#231; a mattos",2600_956
0,efficient support for interactive service in multi-resolution vod systems,"leana golubchik , kelvin kwok-wai law , john c. s. lui",bess : storage support for interactive visualization systems,"a. biliris , t. a. funkhouser , w. o'connell , e. panagos",1779_235
0,dwms : data warehouse management system,narendra mohan,dynamat : a dynamic view management system for data warehouses,"yannis kotidis , nick roussopoulos",420_53
0,form-based proxy caching for database-backed web sites,"jeffrey f. naughton , qiong luo",caching strategies for data-intensive web sites,"khaled yagoub , daniela florescu , val &#233; rie issarny , patrick valduriez",27_1399
0,"olap , relational , and multidimensional database systems",george colliat,quasi-cubes : exploiting approximations in multidimensional databases,"daniel barbar &#225; , mark sullivan",2108_1863
0,"adaptive , fine-grained sharing in a client-server oodbms : a callback-based approach","michael j. carey , michael j. franklin , markos zaharioudakis",fine-grained sharing in a page server oodbms,"michael j. carey , michael j. franklin , markos zaharioudakis",1429_1646
1,on views and xml,serge abiteboul,on views and xml,serge abiteboul,2312_487
1,mid-tier caching : the timesten approach,times-ten team,mid-tier caching : the timesten approach,the timesten team,2285_725
